product_id,product_name,category,product_type,brand,price_myr,description,frame_material,frame_shape,frame_color,gender,uv_protection,polarized,lens_color,frame_style,lens_type,lens_feature,lens_duration,multifocal,store_location,city,stock_status,rating,bestseller,new_arrival
P0208,Persol Luxe Sunglasses 208,Sunglasses,Luxury Sunglasses,Oliver Peoples,532.79,Luxury sunglasses with UV protection,acetate,square,gold,men,yes,no,black,oversized,single vision,anti-reflective,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.9,no,no
P0209,Acuvue Luxe Sunglasses 209,Sunglasses,Luxury Sunglasses,Bottega Veneta,508.47,Luxury sunglasses with UV protection,metal,round,tortoise,unisex,yes,yes,brown,oversized,plano,polarized coating,1 year,no,Melawati Mall,Kuala Lumpur,in_stock,4.6,yes,no
P0210,Prada Luxe Sunglasses 210,Sunglasses,Luxury Sunglasses,Dior,902.25,Luxury sunglasses with UV protection,metal,rectangle,black,unisex,yes,yes,gradient,square,progressive,mirror coating,3+ years,yes,Mitsui Outlet Park,Sepang,low_stock,4.4,no,no
P0211,Cartier Luxe Sunglasses 211,Sunglasses,Luxury Sunglasses,Bossini,907.87,Luxury sunglasses with UV protection,titanium,aviator,black,unisex,yes,no,brown,round,single vision,photochromic,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.4,no,no
P0212,Bausch & Lomb Luxe Sunglasses 212,Sunglasses,Luxury Sunglasses,Prada,852.91,Luxury sunglasses with UV protection,metal,aviator,black,men,yes,yes,gradient,aviator,single vision,photochromic,3+ years,no,Melawati Mall,Kuala Lumpur,in_stock,4.8,yes,no
P0213,Gucci Luxe Sunglasses 213,Sunglasses,Luxury Sunglasses,Oliver Peoples,561.85,Luxury sunglasses with UV protection,titanium,square,tortoise,men,yes,no,green,square,plano,photochromic,2 years,no,Mitsui Outlet Park,Sepang,low_stock,4.1,yes,yes
P0214,RayBan Luxe Sunglasses 214,Sunglasses,Luxury Sunglasses,Versace,743.38,Luxury sunglasses with UV protection,acetate,round,black,men,yes,no,green,oversized,single vision,mirror coating,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.5,no,yes
P0215,Oakley Luxe Sunglasses 215,Sunglasses,Luxury Sunglasses,Bottega Veneta,1190.52,Luxury sunglasses with UV protection,metal,square,silver,men,yes,yes,gradient,aviator,plano,polarized coating,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.1,no,no
P0216,Gentle Monster Luxe Sunglasses 216,Sunglasses,Luxury Sunglasses,Prada,913.26,Luxury sunglasses with UV protection,titanium,square,black,unisex,yes,yes,brown,round,plano,anti-reflective,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.7,yes,no
P0217,Burberry Luxe Sunglasses 217,Sunglasses,Luxury Sunglasses,Cartier,1117.27,Luxury sunglasses with UV protection,acetate,round,brown,unisex,yes,no,black,round,plano,anti-reflective,2 years,no,Mitsui Outlet Park,Sepang,low_stock,4.7,yes,no
P0218,Versace Luxe Sunglasses 218,Sunglasses,Luxury Sunglasses,Bausch & Lomb,880.8,Luxury sunglasses with UV protection,titanium,cat-eye,tortoise,unisex,yes,yes,black,oversized,single vision,photochromic,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.7,no,yes
P0219,Projekt Produkt Luxe Sunglasses 219,Sunglasses,Luxury Sunglasses,Gentle Monster,490.19,Luxury sunglasses with UV protection,metal,cat-eye,black,unisex,yes,yes,black,square,plano,polarized coating,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.3,no,no
P0220,Projekt Produkt Luxe Sunglasses 220,Sunglasses,Luxury Sunglasses,Cartier,413.35,Luxury sunglasses with UV protection,acetate,round,tortoise,men,yes,yes,green,round,progressive,polarized coating,3+ years,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.6,no,no
P0221,Cartier Luxe Sunglasses 221,Sunglasses,Luxury Sunglasses,Bausch & Lomb,830.12,Luxury sunglasses with UV protection,acetate,aviator,black,women,yes,yes,brown,oversized,single vision,photochromic,2 years,no,Mitsui Outlet Park,Sepang,low_stock,4.4,yes,no
P0222,Versace Luxe Sunglasses 222,Sunglasses,Luxury Sunglasses,Saint Laurent,595.58,Luxury sunglasses with UV protection,metal,round,silver,unisex,yes,yes,black,oversized,plano,polarized coating,2 years,no,Mitsui Outlet Park,Sepang,in_stock,4.0,yes,yes
P0223,Projekt Produkt Luxe Sunglasses 223,Sunglasses,Luxury Sunglasses,Persol,818.4,Luxury sunglasses with UV protection,titanium,aviator,gold,women,yes,yes,black,aviator,plano,hydrophobic coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.3,no,no
P0224,Dior Luxe Sunglasses 224,Sunglasses,Luxury Sunglasses,Cartier,796.92,Luxury sunglasses with UV protection,titanium,aviator,black,women,yes,yes,black,oversized,plano,polarized coating,3+ years,no,Aeon Mall Nilai,Nilai,low_stock,4.7,yes,yes
P0225,Saint Laurent Luxe Sunglasses 225,Sunglasses,Luxury Sunglasses,Gucci,595.64,Luxury sunglasses with UV protection,metal,aviator,silver,men,yes,yes,green,round,single vision,photochromic,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.3,no,no
P0226,Cartier Luxe Sunglasses 226,Sunglasses,Luxury Sunglasses,Persol,495.52,Luxury sunglasses with UV protection,titanium,round,gold,men,yes,yes,gradient,aviator,single vision,anti-reflective,3+ years,no,Melawati Mall,Kuala Lumpur,low_stock,4.8,no,no
P0227,Bausch & Lomb Luxe Sunglasses 227,Sunglasses,Luxury Sunglasses,Bossini,406.38,Luxury sunglasses with UV protection,acetate,aviator,brown,women,yes,yes,gradient,square,plano,mirror coating,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.9,yes,yes
P0228,Gucci Luxe Sunglasses 228,Sunglasses,Luxury Sunglasses,Oliver Peoples,419.13,Luxury sunglasses with UV protection,titanium,aviator,black,women,yes,yes,gradient,square,single vision,polarized coating,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.2,yes,no
P0229,Saint Laurent Luxe Sunglasses 229,Sunglasses,Luxury Sunglasses,Prada,969.32,Luxury sunglasses with UV protection,acetate,round,gold,unisex,yes,no,black,round,plano,mirror coating,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.5,yes,no
P0230,Saint Laurent Luxe Sunglasses 230,Sunglasses,Luxury Sunglasses,Oliver Peoples,929.96,Luxury sunglasses with UV protection,acetate,square,tortoise,women,yes,no,gradient,square,single vision,mirror coating,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.4,yes,yes
P0231,Prada Luxe Sunglasses 231,Sunglasses,Luxury Sunglasses,Bottega Veneta,524.33,Luxury sunglasses with UV protection,acetate,rectangle,silver,women,yes,no,green,square,progressive,mirror coating,3+ years,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.4,no,no
P0232,Cartier Luxe Sunglasses 232,Sunglasses,Luxury Sunglasses,Tom Ford,1046.08,Luxury sunglasses with UV protection,metal,cat-eye,black,men,yes,no,brown,aviator,single vision,mirror coating,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.9,no,yes
P0233,Dior Luxe Sunglasses 233,Sunglasses,Luxury Sunglasses,Tom Ford,424.87,Luxury sunglasses with UV protection,metal,rectangle,brown,unisex,yes,yes,green,round,single vision,hydrophobic coating,2 years,no,Melawati Mall,Kuala Lumpur,in_stock,4.7,yes,yes
P0234,Saint Laurent Luxe Sunglasses 234,Sunglasses,Luxury Sunglasses,Versace,504.57,Luxury sunglasses with UV protection,metal,aviator,black,unisex,yes,no,green,aviator,single vision,mirror coating,3+ years,no,Aeon Mall Nilai,Nilai,in_stock,4.2,no,yes
P0235,Oakley Luxe Sunglasses 235,Sunglasses,Luxury Sunglasses,Bottega Veneta,434.16,Luxury sunglasses with UV protection,metal,round,gold,unisex,yes,no,gradient,round,plano,polarized coating,3+ years,no,Aeon Mall Nilai,Nilai,in_stock,4.3,no,yes
P0236,Burberry Luxe Sunglasses 236,Sunglasses,Luxury Sunglasses,Tom Ford,619.99,Luxury sunglasses with UV protection,metal,square,black,unisex,yes,yes,black,round,plano,polarized coating,3+ years,no,Melawati Mall,Kuala Lumpur,low_stock,4.8,no,yes
P0237,Dior Luxe Sunglasses 237,Sunglasses,Luxury Sunglasses,Gentle Monster,509.79,Luxury sunglasses with UV protection,acetate,cat-eye,gold,unisex,yes,yes,gradient,square,plano,mirror coating,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.5,no,no
P0238,Gentle Monster Luxe Sunglasses 238,Sunglasses,Luxury Sunglasses,Dior,543.85,Luxury sunglasses with UV protection,metal,cat-eye,gold,men,yes,no,green,round,plano,polarized coating,2 years,no,Melawati Mall,Kuala Lumpur,low_stock,4.7,yes,yes
P0239,Versace Luxe Sunglasses 239,Sunglasses,Luxury Sunglasses,Versace,613.22,Luxury sunglasses with UV protection,titanium,round,gold,unisex,yes,no,black,oversized,single vision,polarized coating,3+ years,no,Aeon Mall Nilai,Nilai,in_stock,4.2,no,no
P0240,Persol Luxe Sunglasses 240,Sunglasses,Luxury Sunglasses,Prada,850.49,Luxury sunglasses with UV protection,acetate,rectangle,brown,women,yes,yes,gradient,aviator,single vision,photochromic,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.1,yes,yes
P0241,Gucci Luxe Sunglasses 241,Sunglasses,Luxury Sunglasses,Oakley,1134.32,Luxury sunglasses with UV protection,acetate,square,tortoise,unisex,yes,yes,black,aviator,single vision,polarized coating,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.1,yes,yes
P0242,Cartier Luxe Sunglasses 242,Sunglasses,Luxury Sunglasses,Persol,963.63,Luxury sunglasses with UV protection,titanium,rectangle,brown,men,yes,no,black,square,plano,hydrophobic coating,3+ years,no,Melawati Mall,Kuala Lumpur,in_stock,4.9,no,no
P0243,Tom Ford Luxe Sunglasses 243,Sunglasses,Luxury Sunglasses,Bausch & Lomb,954.85,Luxury sunglasses with UV protection,titanium,aviator,gold,unisex,yes,yes,gradient,square,single vision,polarized coating,2 years,no,Melawati Mall,Kuala Lumpur,low_stock,4.1,yes,no
P0244,Tom Ford Luxe Sunglasses 244,Sunglasses,Luxury Sunglasses,Oakley,1136.83,Luxury sunglasses with UV protection,titanium,square,brown,men,yes,no,brown,square,plano,polarized coating,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.2,no,yes
P0245,Oakley Luxe Sunglasses 245,Sunglasses,Luxury Sunglasses,Bossini,409.12,Luxury sunglasses with UV protection,acetate,square,black,women,yes,no,green,aviator,plano,photochromic,3+ years,no,Aeon Mall Nilai,Nilai,in_stock,4.3,no,yes
P0246,Projekt Produkt Luxe Sunglasses 246,Sunglasses,Luxury Sunglasses,Gentle Monster,680.98,Luxury sunglasses with UV protection,metal,round,silver,unisex,yes,yes,brown,round,single vision,anti-reflective,2 years,no,Mitsui Outlet Park,Sepang,in_stock,4.7,yes,no
P0247,Oakley Luxe Sunglasses 247,Sunglasses,Luxury Sunglasses,Dior,1161.33,Luxury sunglasses with UV protection,acetate,aviator,gold,women,yes,yes,green,aviator,progressive,polarized coating,2 years,yes,Aeon Mall Nilai,Nilai,low_stock,4.5,no,yes
P0248,Tom Ford Luxe Sunglasses 248,Sunglasses,Luxury Sunglasses,Oliver Peoples,525.68,Luxury sunglasses with UV protection,acetate,aviator,gold,men,yes,no,black,square,single vision,polarized coating,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.2,yes,no
P0249,Prada Luxe Sunglasses 249,Sunglasses,Luxury Sunglasses,Saint Laurent,688.66,Luxury sunglasses with UV protection,metal,round,tortoise,unisex,yes,no,brown,aviator,plano,polarized coating,2 years,no,Mitsui Outlet Park,Sepang,in_stock,4.2,no,yes
P0250,Bottega Veneta Luxe Sunglasses 250,Sunglasses,Luxury Sunglasses,RayBan,1027.9,Luxury sunglasses with UV protection,metal,rectangle,tortoise,men,yes,no,brown,square,single vision,mirror coating,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.3,no,yes
P0251,Bossini Luxe Sunglasses 251,Sunglasses,Luxury Sunglasses,Bossini,610.72,Luxury sunglasses with UV protection,metal,cat-eye,black,men,yes,yes,green,square,plano,mirror coating,3+ years,no,Melawati Mall,Kuala Lumpur,low_stock,4.9,yes,yes
P0252,Acuvue Luxe Sunglasses 252,Sunglasses,Luxury Sunglasses,Oliver Peoples,1172.5,Luxury sunglasses with UV protection,titanium,rectangle,brown,men,yes,no,black,aviator,single vision,polarized coating,3+ years,no,Mitsui Outlet Park,Sepang,low_stock,4.8,yes,yes
P0253,Bossini Luxe Sunglasses 253,Sunglasses,Luxury Sunglasses,Tom Ford,1159.25,Luxury sunglasses with UV protection,acetate,square,gold,men,yes,yes,gradient,aviator,single vision,polarized coating,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.2,yes,no
P0254,Cartier Luxe Sunglasses 254,Sunglasses,Luxury Sunglasses,Cartier,710.48,Luxury sunglasses with UV protection,metal,cat-eye,tortoise,women,yes,no,green,round,plano,mirror coating,1 year,no,Melawati Mall,Kuala Lumpur,in_stock,4.4,yes,yes
P0255,Bottega Veneta Luxe Sunglasses 255,Sunglasses,Luxury Sunglasses,RayBan,1093.98,Luxury sunglasses with UV protection,metal,rectangle,tortoise,women,yes,no,gradient,aviator,plano,hydrophobic coating,3+ years,no,Aeon Mall Nilai,Nilai,in_stock,4.2,yes,no
P0256,Gentle Monster Luxe Sunglasses 256,Sunglasses,Luxury Sunglasses,Oakley,952.41,Luxury sunglasses with UV protection,acetate,rectangle,tortoise,women,yes,yes,black,square,plano,mirror coating,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.3,no,yes
P0257,Prada Luxe Sunglasses 257,Sunglasses,Luxury Sunglasses,RayBan,1179.38,Luxury sunglasses with UV protection,metal,aviator,tortoise,unisex,yes,no,green,oversized,progressive,mirror coating,2 years,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.2,no,no
P0258,Saint Laurent Luxe Sunglasses 258,Sunglasses,Luxury Sunglasses,Acuvue,1033.19,Luxury sunglasses with UV protection,acetate,aviator,brown,women,yes,yes,green,oversized,plano,polarized coating,2 years,no,Melawati Mall,Kuala Lumpur,in_stock,4.8,yes,yes
P0259,Saint Laurent Luxe Sunglasses 259,Sunglasses,Luxury Sunglasses,Bossini,440.45,Luxury sunglasses with UV protection,metal,square,tortoise,women,yes,no,gradient,aviator,single vision,polarized coating,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.2,no,no
P0260,Projekt Produkt Luxe Sunglasses 260,Sunglasses,Luxury Sunglasses,Bausch & Lomb,679.81,Luxury sunglasses with UV protection,acetate,aviator,black,women,yes,yes,gradient,aviator,single vision,polarized coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.8,yes,yes
P0261,Burberry Luxe Sunglasses 261,Sunglasses,Luxury Sunglasses,Dior,921.27,Luxury sunglasses with UV protection,titanium,round,black,women,yes,yes,brown,aviator,plano,photochromic,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.2,no,no
P0262,Gentle Monster Luxe Sunglasses 262,Sunglasses,Luxury Sunglasses,Persol,767.2,Luxury sunglasses with UV protection,acetate,rectangle,tortoise,unisex,yes,no,green,aviator,plano,anti-reflective,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.5,no,no
P0263,Projekt Produkt Luxe Sunglasses 263,Sunglasses,Luxury Sunglasses,Cartier,669.03,Luxury sunglasses with UV protection,metal,aviator,tortoise,women,yes,no,brown,oversized,progressive,anti-reflective,2 years,yes,Aeon Mall Nilai,Nilai,in_stock,4.8,no,no
P0264,Gucci Luxe Sunglasses 264,Sunglasses,Luxury Sunglasses,Projekt Produkt,1197.98,Luxury sunglasses with UV protection,metal,rectangle,silver,women,yes,yes,brown,square,plano,hydrophobic coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.6,no,no
P0265,Tom Ford Luxe Sunglasses 265,Sunglasses,Luxury Sunglasses,Bausch & Lomb,544.91,Luxury sunglasses with UV protection,acetate,rectangle,gold,unisex,yes,no,brown,square,plano,hydrophobic coating,2 years,no,Melawati Mall,Kuala Lumpur,in_stock,4.2,yes,no
P0266,Oakley Luxe Sunglasses 266,Sunglasses,Luxury Sunglasses,Persol,608.45,Luxury sunglasses with UV protection,metal,rectangle,black,women,yes,yes,green,round,single vision,hydrophobic coating,2 years,no,Mitsui Outlet Park,Sepang,in_stock,4.5,no,no
P0267,Saint Laurent Luxe Sunglasses 267,Sunglasses,Luxury Sunglasses,Prada,509.89,Luxury sunglasses with UV protection,acetate,aviator,silver,unisex,yes,no,brown,square,single vision,polarized coating,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.7,no,no
P0268,Oakley Luxe Sunglasses 268,Sunglasses,Luxury Sunglasses,Saint Laurent,403.77,Luxury sunglasses with UV protection,metal,square,gold,unisex,yes,yes,gradient,aviator,progressive,polarized coating,1 year,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.6,no,no
P0269,Projekt Produkt Luxe Sunglasses 269,Sunglasses,Luxury Sunglasses,Gentle Monster,403.74,Luxury sunglasses with UV protection,titanium,square,tortoise,men,yes,no,brown,aviator,plano,polarized coating,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.6,yes,yes
P0270,RayBan Luxe Sunglasses 270,Sunglasses,Luxury Sunglasses,Prada,482.17,Luxury sunglasses with UV protection,titanium,cat-eye,tortoise,men,yes,yes,green,square,plano,mirror coating,1 year,no,Melawati Mall,Kuala Lumpur,low_stock,4.4,no,no
P0271,Oakley Luxe Sunglasses 271,Sunglasses,Luxury Sunglasses,Projekt Produkt,687.4,Luxury sunglasses with UV protection,acetate,square,silver,men,yes,yes,brown,oversized,plano,polarized coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.7,yes,yes
P0272,Saint Laurent Luxe Sunglasses 272,Sunglasses,Luxury Sunglasses,Gentle Monster,1101.24,Luxury sunglasses with UV protection,metal,cat-eye,brown,men,yes,yes,green,aviator,plano,anti-reflective,3+ years,no,Melawati Mall,Kuala Lumpur,in_stock,4.6,no,no
P0273,Bottega Veneta Luxe Sunglasses 273,Sunglasses,Luxury Sunglasses,Bausch & Lomb,602.19,Luxury sunglasses with UV protection,titanium,square,gold,unisex,yes,yes,black,round,plano,mirror coating,2 years,no,Mitsui Outlet Park,Sepang,in_stock,4.6,no,yes
P0274,Bottega Veneta Luxe Sunglasses 274,Sunglasses,Luxury Sunglasses,Acuvue,975.01,Luxury sunglasses with UV protection,acetate,aviator,black,men,yes,no,brown,oversized,plano,mirror coating,3+ years,no,Mitsui Outlet Park,Sepang,low_stock,4.7,yes,no
P0275,RayBan Luxe Sunglasses 275,Sunglasses,Luxury Sunglasses,Tom Ford,431.52,Luxury sunglasses with UV protection,metal,square,silver,women,yes,yes,green,aviator,plano,polarized coating,3+ years,no,Mitsui Outlet Park,Sepang,in_stock,4.8,no,yes
P0276,Acuvue Luxe Sunglasses 276,Sunglasses,Luxury Sunglasses,Cartier,978.85,Luxury sunglasses with UV protection,acetate,aviator,gold,women,yes,no,black,round,plano,polarized coating,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.1,yes,yes
P0277,Persol Luxe Sunglasses 277,Sunglasses,Luxury Sunglasses,Oakley,740.8,Luxury sunglasses with UV protection,acetate,round,black,men,yes,yes,brown,square,plano,polarized coating,2 years,no,Melawati Mall,Kuala Lumpur,low_stock,4.8,no,yes
P0278,Oakley Luxe Sunglasses 278,Sunglasses,Luxury Sunglasses,Tom Ford,491.07,Luxury sunglasses with UV protection,metal,rectangle,tortoise,women,yes,no,gradient,oversized,single vision,anti-reflective,3+ years,no,Melawati Mall,Kuala Lumpur,in_stock,4.1,yes,yes
P0279,Oliver Peoples Luxe Sunglasses 279,Sunglasses,Luxury Sunglasses,Projekt Produkt,1041.81,Luxury sunglasses with UV protection,titanium,rectangle,gold,unisex,yes,no,black,aviator,single vision,mirror coating,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.4,no,yes
P0280,Bossini Luxe Sunglasses 280,Sunglasses,Luxury Sunglasses,Saint Laurent,450.67,Luxury sunglasses with UV protection,titanium,aviator,black,unisex,yes,yes,black,aviator,plano,photochromic,2 years,no,Mitsui Outlet Park,Sepang,low_stock,4.6,yes,no
P0281,Gentle Monster Luxe Sunglasses 281,Sunglasses,Luxury Sunglasses,Prada,1071.23,Luxury sunglasses with UV protection,titanium,cat-eye,black,men,yes,yes,gradient,round,plano,polarized coating,2 years,no,Melawati Mall,Kuala Lumpur,in_stock,4.1,no,no
P0282,Oakley Luxe Sunglasses 282,Sunglasses,Luxury Sunglasses,Dior,440.28,Luxury sunglasses with UV protection,acetate,cat-eye,silver,women,yes,yes,green,round,plano,polarized coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.7,no,yes
P0283,Bossini Luxe Sunglasses 283,Sunglasses,Luxury Sunglasses,Oakley,494.97,Luxury sunglasses with UV protection,metal,round,black,women,yes,no,green,aviator,plano,mirror coating,2 years,no,Mitsui Outlet Park,Sepang,in_stock,4.7,no,yes
P0284,Oakley Luxe Sunglasses 284,Sunglasses,Luxury Sunglasses,Persol,1060.25,Luxury sunglasses with UV protection,acetate,rectangle,tortoise,unisex,yes,no,black,round,plano,photochromic,3+ years,no,Mitsui Outlet Park,Sepang,in_stock,4.1,yes,yes
P0285,Persol Luxe Sunglasses 285,Sunglasses,Luxury Sunglasses,RayBan,838.15,Luxury sunglasses with UV protection,metal,round,black,men,yes,no,brown,round,plano,photochromic,3+ years,no,Melawati Mall,Kuala Lumpur,in_stock,4.2,yes,yes
P0286,Gentle Monster Luxe Sunglasses 286,Sunglasses,Luxury Sunglasses,Burberry,765.64,Luxury sunglasses with UV protection,acetate,aviator,black,women,yes,yes,green,round,plano,polarized coating,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.6,yes,no
P0287,Acuvue Luxe Sunglasses 287,Sunglasses,Luxury Sunglasses,Saint Laurent,842.58,Luxury sunglasses with UV protection,metal,cat-eye,silver,unisex,yes,yes,brown,oversized,plano,hydrophobic coating,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.3,no,no
P0288,Versace Luxe Sunglasses 288,Sunglasses,Luxury Sunglasses,Dior,718.3,Luxury sunglasses with UV protection,metal,aviator,silver,men,yes,yes,gradient,square,plano,polarized coating,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.6,yes,yes
P0289,RayBan Luxe Sunglasses 289,Sunglasses,Luxury Sunglasses,Persol,1136.95,Luxury sunglasses with UV protection,acetate,square,brown,unisex,yes,no,green,square,plano,anti-reflective,3+ years,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.5,no,no
P0290,Gucci Luxe Sunglasses 290,Sunglasses,Luxury Sunglasses,Acuvue,485.18,Luxury sunglasses with UV protection,metal,square,black,unisex,yes,yes,brown,square,plano,polarized coating,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.9,no,yes
P0291,RayBan Luxe Sunglasses 291,Sunglasses,Luxury Sunglasses,Burberry,1002.88,Luxury sunglasses with UV protection,acetate,aviator,silver,men,yes,yes,gradient,oversized,single vision,polarized coating,3+ years,no,Aeon Mall Nilai,Nilai,low_stock,4.6,yes,no
P0292,Oliver Peoples Luxe Sunglasses 292,Sunglasses,Luxury Sunglasses,Oakley,1172.67,Luxury sunglasses with UV protection,acetate,round,tortoise,men,yes,no,brown,square,single vision,anti-reflective,3+ years,no,Mitsui Outlet Park,Sepang,in_stock,4.7,yes,no
P0293,Tom Ford Luxe Sunglasses 293,Sunglasses,Luxury Sunglasses,Cartier,549.58,Luxury sunglasses with UV protection,acetate,cat-eye,black,women,yes,yes,gradient,square,single vision,polarized coating,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.1,no,yes
P0294,Bossini Luxe Sunglasses 294,Sunglasses,Luxury Sunglasses,Prada,431.95,Luxury sunglasses with UV protection,metal,cat-eye,black,unisex,yes,no,gradient,square,plano,mirror coating,1 year,no,Melawati Mall,Kuala Lumpur,in_stock,4.7,no,yes
P0295,Acuvue Luxe Sunglasses 295,Sunglasses,Luxury Sunglasses,Cartier,1029.01,Luxury sunglasses with UV protection,acetate,rectangle,brown,unisex,yes,no,green,square,single vision,mirror coating,3+ years,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.8,no,no
P0296,RayBan Luxe Sunglasses 296,Sunglasses,Luxury Sunglasses,Burberry,1160.25,Luxury sunglasses with UV protection,titanium,cat-eye,silver,unisex,yes,yes,green,square,plano,polarized coating,1 year,no,Melawati Mall,Kuala Lumpur,low_stock,4.2,yes,yes
P0297,Gentle Monster Luxe Sunglasses 297,Sunglasses,Luxury Sunglasses,Bottega Veneta,708.7,Luxury sunglasses with UV protection,titanium,aviator,black,unisex,yes,no,gradient,round,plano,photochromic,2 years,no,Melawati Mall,Kuala Lumpur,in_stock,4.3,yes,no
P0298,Bottega Veneta Luxe Sunglasses 298,Sunglasses,Luxury Sunglasses,Tom Ford,1177.3,Luxury sunglasses with UV protection,titanium,cat-eye,black,unisex,yes,yes,brown,oversized,single vision,anti-reflective,3+ years,no,Aeon Mall Nilai,Nilai,low_stock,4.8,yes,no
P0299,Prada Luxe Sunglasses 299,Sunglasses,Luxury Sunglasses,Gucci,767.38,Luxury sunglasses with UV protection,metal,round,black,men,yes,yes,brown,square,plano,anti-reflective,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.5,yes,no
P0300,Gentle Monster Luxe Sunglasses 300,Sunglasses,Luxury Sunglasses,Bossini,904.17,Luxury sunglasses with UV protection,metal,aviator,black,women,yes,yes,green,aviator,plano,polarized coating,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.6,yes,no
P0301,RayBan Luxe Sunglasses 301,Sunglasses,Luxury Sunglasses,RayBan,885.25,Luxury sunglasses with UV protection,metal,rectangle,silver,women,yes,yes,gradient,oversized,single vision,mirror coating,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.1,no,no
P0302,RayBan Luxe Sunglasses 302,Sunglasses,Luxury Sunglasses,Persol,1165.91,Luxury sunglasses with UV protection,acetate,cat-eye,brown,men,yes,yes,green,aviator,single vision,polarized coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.5,yes,no
P0303,Persol Luxe Sunglasses 303,Sunglasses,Luxury Sunglasses,Burberry,730.12,Luxury sunglasses with UV protection,titanium,cat-eye,gold,men,yes,yes,brown,square,progressive,polarized coating,3+ years,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.1,yes,no
P0304,RayBan Luxe Sunglasses 304,Sunglasses,Luxury Sunglasses,Cartier,600.55,Luxury sunglasses with UV protection,acetate,cat-eye,silver,women,yes,no,brown,oversized,plano,polarized coating,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.3,yes,yes
P0305,Projekt Produkt Luxe Sunglasses 305,Sunglasses,Luxury Sunglasses,Bossini,662.68,Luxury sunglasses with UV protection,titanium,aviator,brown,men,yes,no,black,round,plano,hydrophobic coating,1 year,no,Melawati Mall,Kuala Lumpur,in_stock,4.0,yes,yes
P0306,Dior Luxe Sunglasses 306,Sunglasses,Luxury Sunglasses,Persol,507.44,Luxury sunglasses with UV protection,titanium,aviator,silver,women,yes,no,black,square,single vision,anti-reflective,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.5,yes,yes
P0307,Prada Luxe Sunglasses 307,Sunglasses,Luxury Sunglasses,Bausch & Lomb,557.15,Luxury sunglasses with UV protection,titanium,round,black,men,yes,yes,gradient,oversized,plano,photochromic,3+ years,no,Melawati Mall,Kuala Lumpur,in_stock,4.5,no,yes
